Escuela_ID;Curso;División;Matrícula
486;7°;A;20
486;7°;B;18
486;7°;C;18
494;2°;A;22
494;2°;B;13
494;3°;A;29
494;4°;A;28
494;5°;A;25
494;6°;A;24
494;7°;A;30
511;2°;UNICO;16
511;3°;UNICO;16
511;4°;UNICO;18
511;5°;UNICO;11
511;6°;UNICO;13
511;7°;UNICO;4
514;2°;A;29
514;2°;B;26
514;2°;C;23
514;3°;A;24
514;3°;B;26
514;3°;C;26
514;4°;A;26
514;4°;B;24
514;4°;C;20
514;5°;A;18
514;5°;B;20
514;5°;C;17
514;6°;A;20
514;6°;B;19
514;6°;C;16
514;7°;A;28
514;7°;B;28
514;7°;C;26
552;2°;A;32
552;2°;B;15
552;2°;C;16
552;3°;A;20
552;3°;B;15
552;3°;C;22
552;4°;A;26
552;4°;B;17
552;4°;C;17
552;5°;A;19
552;5°;B;19
552;6°;A;25
552;6°;B;12
552;6°;C;13
552;7°;A;25
552;7°;B;25
582;2°;A;21
582;2°;B;27
582;3°;A;33
582;3°;B;29
582;4°;A;29
582;4°;B;26
582;5°;A;31
582;5°;B;22
582;6°;A;33
582;6°;B;25
582;7°;A;29
582;7°;B;19
621;2°;A;23
621;2°;B;25
621;3°;U;26
621;4°;U;23
621;5°;U;25
621;6°;A;17
621;6°;B;13
621;7°;U;20
989;1°;1ra;32
989;1°;2da;34
989;1°;3ra;15
989;1°;3°;16
989;1°;5ta;32
989;1°;6ta;30
989;1°;7ma;32
989;2°;1ra;39
989;2°;2da;40
989;2°;3°;41
989;2°;4ta;35
989;2°;5ta;29
989;2°;6ta;27
989;3°;1ra;31
989;3°;2da;40
989;3°;3ra;38
989;3°;4ta;34
989;3°;5ta;35
989;3°;6ta;22
989;3°;6º;13
989;4°;1ra;30
989;4°;2da;26
989;4°;3ra;29
989;4°;4ta;30
989;4°;5ta;30
989;4°;6ª;37
989;5°;1ra;31
989;5°;2da;28
989;5°;3ra;32
989;5°;4ta;32
989;5°;5ta;27
989;5°;6º;33
990;1°;1;31
990;1°;2;28
990;1°;3;30
990;1°;4;30
990;2°;2;31
990;2°;4;33
990;2°;5;31
990;2°;6;31
990;3°;1;41
990;3°;2;41
990;3°;3;34
990;4°;1;29
990;4°;2;29
990;4°;3;31
990;5°;1;28
990;5°;2;33
990;5°;3;33
990;6°;1;31
990;6°;2;32
990;6°;3;30
991;1°;1ª;26
991;1°;2ª;26
991;1°;3ª;26
991;1°;4ª;21
991;1°;5ª;26
991;1°;6ª;5
991;2°;1ª;31
991;2°;2ª;30
991;2°;3ª;29
991;2°;4ª;30
991;2°;5ª;30
991;2°;6ª;29
991;3°;1ª;29
991;3°;2ª;30
991;3°;3ª;31
991;3°;4ª;33
991;3°;5ª;30
991;4°;1ª;23
991;4°;2ª;27
991;4°;3ª;27
991;4°;4ª;23
991;4°;5ª;24
991;5°;1ª;25
991;5°;2ª;29
991;5°;3ª;14
991;5°;4ª;31
991;5°;5ª;18
991;6°;1ª;22
991;6°;2ª;24
991;6°;3ª;14
991;6°;4ª;26
991;6°;5;19
993;1°;1ª;24
993;1°;2ª;23
993;1°;3ª;25
993;1°;4ª;23
993;1°;5;29
993;1°;6ª;17
993;1°;7ª;20
993;2°;1ª;32
993;2°;2ª;33
993;2°;3ª;35
993;2°;4ª;33
993;2°;5ª;36
993;3°;1ª Téc: Alimentación;28
993;3°;2ª Téc: Alimentación;28
993;3°;3ª Téc: Indumentaria;25
993;3°;4ª Téc: Indumentaria;25
993;3°;5;25
993;4°;1ª Téc: Alimentación;23
993;4°;2ª Téc: Alimentación;25
993;4°;3ª Téc: Indumentaria;34
993;4°;4ª Téc: Indumentaria;33
993;5°;1ª Téc: Alimentación;19
993;5°;2ª Téc: Alimentación;23
993;5°;3ª Téc: Indumentaria;37
993;6°;1ª Téc: Alimentación;16
993;6°;2ª Téc: Indumentaria;31
993;6°;3ª Téc: Alimentación;18
997;1°;1°;28
997;1°;2°;28
997;1°;3°;28
997;1°;4°;29
997;1°;5°;27
997;1°;6°;26
997;2°;1°;30
997;2°;2°;27
997;2°;3°;29
997;2°;4°;28
997;2°;5°;28
997;2°;6°;28
997;3°;1°;37
997;3°;2°;39
997;3°;3°;36
997;3°;4°;37
997;4°;1°;31
997;4°;2°;33
997;4°;3°;31
997;4°;4°;37
997;5°;1°;21
997;5°;2°;20
997;5°;3°;24
997;5°;4º;20
1004;1°;1°;31
1004;1°;2°;32
1004;1°;3°;34
1004;1°;4°;33
1004;1°;5°;34
1004;1°;6°;31
1004;2°;1°;36
1004;2°;2°;35
1004;2°;3°;34
1004;2°;4°;36
1004;2°;5°;35
1004;2°;6°;32
1004;3°;1°;29
1004;3°;2°;41
1004;3°;3º;34
1004;3°;4°;36
1004;3°;5°;24
1004;3°;6°;38
1004;4°;1°;39
1004;4°;2°;29
1004;4°;3º;21
1004;4°;4°;27
1004;4°;5°;34
1004;4°;6º;30
1004;5°;1°;37
1004;5°;2°;31
1004;5°;3º;26
1004;5°;4º;32
1004;5°;5º;30
1004;6°;1°;18
1004;6°;2°;32
1004;6°;3º;26
1004;6°;4º;23
1004;6°;5º;30
1004;6°;6º;14
1008;1°;1;28
1008;1°;2;27
1008;1°;3;27
1008;1°;4;27
1008;1°;5;25
1008;2°;1;29
1008;2°;2;31
1008;2°;3;26
1008;2°;4;27
1008;2°;5;29
1008;3°;1;41
1008;3°;2;31
1008;3°;3;37
1008;3°;4;29
1008;4°;1;31
1008;4°;2;25
1008;4°;3;29
1008;4°;4;26
1008;5°;1;24
1008;5°;2;21
1008;5°;3;19
1008;5°;4;22
1008;6°;1;21
1008;6°;2;17
1008;6°;3;17
1008;6°;4º;15
1010;1°;1° Mañana;21
1010;1°;2° Mañana;21
1010;1°;3° Mañana;20
1010;1°;4° Mañana;15
1010;1°;5° Mañana;19
1010;2°;1º Mañana;31
1010;2°;2° Mañana;26
1010;2°;3° Mañana;28
1010;2°;4° Mañana;30
1010;3°;1° Tarde;23
1010;3°;2;25
1010;3°;3;20
1010;3°;4°;18
1010;4°;1° Tarde;31
1010;4°;2;27
1010;4°;3°;29
1010;5°;1;25
1010;5°;2° Mañana;21
1010;5°;3;26
1010;6°;1;38
1012;1°;1º;26
1012;1°;2º;25
1012;1°;3º;25
1012;1°;4º;24
1012;1°;5º;24
1012;2°;1º;25
1012;2°;2º;25
1012;2°;3º;25
1012;2°;4º;24
1012;2°;5°;21
1012;3°;1º;27
1012;3°;2º;28
1012;3°;3º;28
1012;3°;4º;22
1012;4°;1º;28
1012;4°;2º;31
1012;4°;3º;24
1012;5°;1º;25
1012;5°;2º;26
1012;5°;3°;20
1015;1°;1ra;21
1015;1°;2da;23
1015;1°;3ra;22
1015;1°;4ta;19
1015;2°;1ra;30
1015;2°;2da;31
1015;2°;3ra;29
1015;3°;1ra;20
1015;3°;2da;20
1015;3°;3ra;20
1015;4°;1ra;26
1015;4°;2da;27
1015;5°;1ra;14
1015;5°;2º;14
1022;2°;1ª;12
1022;2°;2ª;18
1022;2°;3ª;16
1022;2°;4ª;13
1022;3°;1ª;15
1022;3°;2ª;16
1022;3°;3ª;12
1022;3°;4ª;16
1022;4°;1ª;24
1022;4°;2ª;22
1022;4°;3ª;21
1022;5°;1ª;8
1022;5°;2ª;20
1022;5°;3ª;16
1022;6°;1ª;17
1022;6°;2ª;8
1022;6°;3ª;13
1023;1°;Cuarta;27
1023;1°;Octava;29
1023;1°;Primera;31
1023;1°;Quinta;30
1023;1°;Segunda;26
1023;1°;Septima;27
1023;1°;Sexta;28
1023;1°;Tercera;31
1023;2°;Cuarta;31
1023;2°;Primera;31
1023;2°;Quinta;32
1023;2°;Segunda;28
1023;2°;Sexta;31
1023;2°;Séptima;31
1023;2°;Tercera;25
1023;3°;Cuarta;32
1023;3°;Primera;32
1023;3°;Quinta;30
1023;3°;Segunda;30
1023;3°;Sexta;34
1023;3°;Séptima;35
1023;3°;Tercera;33
1023;4°;Cuarta;24
1023;4°;Primera;28
1023;4°;Quinta;26
1023;4°;SEXTA;25
1023;4°;Segunda;33
1023;4°;Tercera;28
1023;5°;CUARTA;28
1023;5°;Primera;27
1023;5°;QUINTA;24
1023;5°;Segunda;40
1023;5°;Tercera;24
1023;6°;Primera;32
1023;6°;Segunda;32
1023;6°;TERCERA;28
1024;1°;1ª;27
1024;1°;2ª;23
1024;1°;3ª;24
1024;1°;4ª;24
1024;2°;1ª;15
1024;2°;2ª;24
1024;2°;3ª;21
1024;2°;4ª;16
1024;3°;1ª;22
1024;3°;2ª;22
1024;3°;3ª;19
1026;1°;1°;26
1026;1°;2°;34
1026;1°;3°;32
1026;1°;4°;24
1026;2°;1°;35
1026;2°;2°;25
1026;2°;3°;34
1026;2°;4°;33
1026;3°;1°;43
1026;3°;2°;27
1026;3°;3°;44
1026;4°;1°;29
1026;4°;2°;18
1026;4°;3°;25
1026;5°;1°;47
1026;5°;2°;34
1026;6°;1°;35
1026;6°;2°;42
1027;1°;1;16
1027;1°;2;17
1027;1°;3;19
1027;1°;4;17
1027;2°;1;20
1027;2°;2;22
1027;2°;3;24
1027;3°;1;27
1027;3°;2;27
1027;4°;1;15
1027;4°;2;14
1027;5°;2;23
1027;5°;U;23
1027;6°;U;23
1034;1°;1º;25
1034;1°;2º;27
1034;1°;3º;25
1034;1°;4º;24
1034;2°;1º;30
1034;2°;2º;31
1034;2°;3º;30
1034;2°;4º;26
1034;3°;1º;28
1034;3°;2º;33
1034;3°;3º;31
1034;4°;2º;38
1034;4°;3º;39
1034;5°;2º;24
1034;5°;3º;28
1034;6°;1º;27
1034;6°;2°;25
1037;1°;1ra;30
1037;1°;2da;30
1037;1°;3ra;30
1037;2°;1ra;26
1037;2°;2da;30
1037;2°;3ra;31
1037;3°;1ra;32
1037;3°;2da;33
1037;3°;3ra;24
1037;4°;1ra;28
1037;4°;2da;28
1037;4°;3ra;27
1037;5°;1ra;24
1037;5°;2da;21
1037;5°;3ra;23
1038;1°;1º;28
1038;1°;2º;31
1038;1°;3;30
1038;2°;1º;25
1038;2°;2º;26
1038;2°;3º;28
1038;3°;1º;28
1038;3°;2º;29
1038;3°;3º;23
1038;4°;1º;19
1038;4°;2º;22
1038;4°;3;22
1038;5°;1º;19
1038;5°;2º;36
1043;1°;1;28
1043;1°;2;27
1043;1°;3;29
1043;1°;4;28
1043;1°;5°;27
1043;2°;1;31
1043;2°;2;31
1043;2°;3;29
1043;2°;4;32
1043;3°;1;17
1043;3°;2;29
1043;3°;3;29
1043;3°;4;30
1043;3°;5;18
1043;4°;1;22
1043;4°;2;24
1043;4°;3;28
1043;4°;4;22
1043;4°;5;23
1043;5°;1;34
1043;5°;2;29
1043;5°;3;29
1043;5°;4;33
1043;6°;1;24
1050;1°;1;30
1050;1°;2;31
1050;1°;3;31
1050;1°;4;30
1050;1°;5;32
1050;2°;1;40
1050;2°;2;39
1050;2°;3;40
1050;2°;4;39
1050;3°;1;39
1050;3°;2;40
1050;3°;3;42
1050;4°;1;35
1050;4°;2;31
1050;4°;3°;30
1050;5°;1;28
1050;5°;2;30
1050;6°;1;26
1050;6°;2;25
1052;1°;1ª;31
1052;1°;2ª;32
1052;1°;3ª;32
1052;1°;4ª;32
1052;1°;5ª;31
1052;2°;1ª;33
1052;2°;2ª;30
1052;2°;3ª;33
1052;2°;4ª;32
1052;2°;5ª;33
1052;3°;1ª;30
1052;3°;2ª;26
1052;3°;3ª;26
1052;3°;4ª;31
1052;3°;5ª;27
1052;3°;6ª;18
1052;4°;1ª;28
1052;4°;2ª;27
1052;4°;3ª;33
1052;4°;4ª;30
1052;4°;5ª;14
1052;5°;1ª;35
1052;5°;2ª;22
1052;5°;3ª;34
1052;5°;4ª;36
1052;5°;5ª;14
1052;6°;1ª;23
1053;1°;1ª;27
1053;1°;2ª;28
1053;1°;3ª;29
1053;1°;4ª;27
1053;1°;5ª;26
1053;2°;1ª;32
1053;2°;2ª;22
1053;2°;3ª;20
1053;2°;4ª;29
1053;2°;5ª;29
1053;3°;1ª;31
1053;3°;2ª;34
1053;3°;3ª;32
1053;3°;4ª;37
1053;4°;1ª;16
1053;4°;2ª;28
1053;4°;3ª;24
1053;4°;4ª;24
1053;5°;1ª;32
1053;5°;2ª;31
1053;5°;3ª;28
1053;5°;4°;16
1054;1°;1;28
1054;1°;2;30
1054;1°;3;29
1054;1°;5;29
1054;2°;1;31
1054;2°;2;30
1054;2°;3;27
1054;2°;4;27
1054;3°;1;23
1054;3°;2;27
1054;3°;3;24
1054;3°;4;23
1054;4°;1;28
1054;4°;2;34
1054;4°;3;39
1054;4°;4;31
1054;5°;1;27
1054;5°;2;31
1054;5°;3;29
1054;5°;4;16
1055;1°;1°;18
1055;1°;2;17
1055;1°;3;15
1055;1°;4;15
1055;1°;5;18
1055;2°;1;19
1055;2°;2;16
1055;2°;3;18
1055;2°;4;16
1055;2°;5;16
1055;3°;1;25
1055;3°;2;21
1055;3°;3;26
1055;3°;4;16
1055;3°;5;14
1055;4°;1;32
1055;4°;2;24
1055;4°;3;28
1055;4°;4°;19
1055;5°;1;27
1055;5°;2;19
1055;5°;3;29
1065;1°;1º;23
1065;1°;2ª;22
1065;1°;3º;24
1065;1°;4º;23
1065;1°;5º;22
1065;1°;6º;16
1065;1°;7º;20
1065;2°;1º ;20
1065;2°;2º;22
1065;2°;3º;26
1065;2°;4º;26
1065;2°;5°;25
1065;3°;1º;18
1065;3°;2ª;27
1065;3°;3º;25
1065;3°;4;33
1065;4°;1º;28
1065;4°;2º;26
1065;4°;3;27
1065;4°;4;19
1065;5°;1º;27
1065;5°;2º;28
1065;5°;3;29
1065;6°;1º;38
1065;6°;2;36
1066;1°;1°;24
1066;1°;2°;26
1066;1°;3°;22
1066;1°;4°;23
1066;2°;1°;25
1066;2°;2°;27
1066;2°;3°;25
1066;2°;4°;24
1066;3°;1°;18
1066;3°;2;20
1066;3°;3°;18
1066;3°;4;20
1066;4°;1°;36
1066;4°;2º;36
1066;5°;1°;27
1066;5°;4°;28
1069;1°;1;27
1069;1°;2;25
1069;1°;3;28
1069;1°;4;29
1069;1°;5;26
1069;1°;6;28
1069;2°;1;33
1069;2°;2;30
1069;2°;3;32
1069;2°;4;16
1069;3°;1;33
1069;3°;2;24
1069;3°;3;30
1069;3°;4;34
1069;4°;1;31
1069;4°;2;21
1069;4°;3;25
1069;4°;4;27
1069;5°;1;28
1069;5°;2;14
1069;5°;3;30
1069;6°;Unica;5
1070;1°;3ra;5
1070;1°;4to;4
1070;1°;5ta;1
1070;1°;6ta;3
1070;2°;1ra;5
1070;2°;2da;5
1070;2°;4to;1
1070;3°;1ra;26
1070;3°;2da;4
1070;3°;3ra;17
1070;4°;1ra;6
1070;4°;2da;4
1070;4°;3ra;7
1070;5°;1ra;3
1070;5°;2da;1
1070;5°;3ra;4
1073;1°;1ra ;30
1073;1°;2da;31
1073;1°;3ra;29
1073;1°;4ta ;19
1073;1°;5ta ;32
1073;1°;6ta ;34
1073;1°;7ma;33
1073;2°;1ra;31
1073;2°;2da;26
1073;2°;3ra ;22
1073;2°;4ta ;18
1073;2°;5ta ;32
1073;2°;6ta ;32
1073;2°;7ma;26
1073;3°;1ra ;27
1073;3°;2da;33
1073;3°;3ra ;33
1073;3°;4ta;38
1073;3°;5ta;39
1073;3°;6ta;16
1073;4°;1ra;37
1073;4°;2da;32
1073;4°;3ra;26
1073;4°;4ta;20
1073;4°;5ta;24
1073;5°;1ra;35
1073;5°;2da;36
1073;5°;3ra;21
1073;5°;4ta;32
1074;1°;1 °;4
1074;1°;2ª;2
1074;2°;1 °;3
1074;2°;2ª;3
1074;3°;2ª;7
1074;4°;1 °;1
1074;4°;2ª;2
1074;5°;2ª;1
1080;1°;1º;28
1080;1°;2º;29
1080;1°;3º;28
1080;1°;4º;31
1080;1°;5º;30
1080;1°;6°;27
1080;2°;1º;24
1080;2°;2º;26
1080;2°;3º;27
1080;2°;4º;28
1080;2°;5º;21
1080;2°;6;19
1080;3°;1º;30
1080;3°;2º;29
1080;3°;3º;27
1080;3°;4º;29
1080;4°;1º;30
1080;4°;2º;31
1080;4°;3º;28
1080;4°;4º;21
1080;5°;1º;21
1080;5°;2;26
1080;5°;3º;25
1080;5°;4º;23
1092;1°;1º;24
1092;1°;2º ;27
1092;1°;3º;31
1092;1°;4 º ;28
1092;1°;5º ;28
1092;1°;6 º ;26
1092;1°;7 º;29
1092;2°;1º ;34
1092;2°;2º;33
1092;2°;3º ;29
1092;2°;4º;34
1092;2°;5º ;35
1092;2°;6;34
1092;3°;1º;41
1092;3°;2º;41
1092;3°;3º;35
1092;3°;4º;31
1092;3°;5º;41
1092;3°;6;36
1092;4°;1º;34
1092;4°;2º;31
1092;4°;3º;23
1092;4°;4º;27
1092;4°;5;25
1092;5°;1°;42
1092;5°;2°;16
1092;5°;3º;44
1092;5°;4;19
1092;6°;1°;31
1092;6°;2°;36
1092;6°;3º;35
1096;1°;11 ;23
1096;1°;1º;24
1096;1°;2º;25
1096;1°;3º;24
1096;1°;5°;24
1096;1°;6°;24
1096;1°;7º;24
1096;1°;9º;24
1096;2°;1;32
1096;2°;2;33
1096;2°;3º;32
1096;2°;4;34
1096;2°;5°;33
1096;2°;6°;29
1096;3°;1°;29
1096;3°;2;37
1096;3°;3°;39
1096;3°;4º;37
1096;3°;5°;39
1096;4°;1;43
1096;4°;2º;46
1096;4°;3º;29
1096;4°;4°;28
1096;5°;1;29
1096;5°;2;33
1096;5°;3º;24
1096;5°;4°;24
1096;6°;1º;32
1096;6°;2;26
1096;6°;3º;39
1098;1°;1ª;28
1098;1°;2ª;28
1098;1°;3ª;30
1098;1°;4ª;26
1098;1°;5ª;26
1098;1°;6º EPS;14
1098;1°;7° EPS;13
1098;2°;1ª;22
1098;2°;2ª;29
1098;2°;3ª;36
1098;2°;4ª;38
1098;3°;1ª;30
1098;3°;2ª;20
1098;3°;3ª;28
1098;4°;1ª;20
1098;4°;2ª;21
1098;4°;3ª;18
1098;5°;1ª;9
1098;5°;2ª;33
1098;6°;1ª;8
1098;6°;2ª;15
1099;1°;1ª;36
1099;1°;2ª;37
1099;1°;3ª;38
1099;1°;4ª;36
1099;1°;5ª;35
1099;1°;6ª;37
1099;1°;7ª;37
1099;1°;8ª;35
1099;1°;9ª;36
1099;2°;1ª;36
1099;2°;2ª;35
1099;2°;3ª;38
1099;2°;4ª;38
1099;2°;5ª;37
1099;2°;6ª;39
1099;2°;7ª;38
1099;2°;8ª;38
1099;2°;9ª;36
1099;3°;1ª;38
1099;3°;2ª;34
1099;3°;3ª;33
1099;3°;4ª;38
1099;3°;5ª;40
1099;3°;6ª;41
1099;3°;7ª;30
1099;3°;8ª;36
1099;4°;1ª;38
1099;4°;2ª;39
1099;4°;3ª;27
1099;4°;4ª;25
1099;4°;5ª;36
1099;4°;6ª;29
1099;4°;7ª;26
1099;4°;8ª;43
1099;5°;1ª;30
1099;5°;2ª;30
1099;5°;3ª;18
1099;5°;4ª;30
1099;5°;5ª;34
1099;5°;6ª;31
1099;5°;7ª;21
1099;5°;8ª;36
1099;6°;1ª;25
1099;6°;2ª;27
1099;6°;3ª;29
1099;6°;4ª;21
1099;6°;5ª;21
1099;6°;6ª;18
1099;6°;7ª;30
1099;6°;8ª;19
1103;1°;1 ;23
1103;1°;2 ;20
1103;1°;3;23
1103;1°;4;21
1103;1°;5;26
1103;2°;1;19
1103;2°;2;19
1103;2°;3;21
1103;2°;4;18
1103;2°;5;25
1103;3°;1;22
1103;3°;2;20
1103;3°;3;24
1103;3°;5;23
1103;4°;1;21
1103;4°;2;17
1103;4°;3;18
1103;4°;4;28
1103;5°;1;24
1103;5°;2;26
1103;5°;3;29
1106;1°;01º;28
1106;1°;02°;29
1106;1°;03º;27
1106;1°;04º;28
1106;1°;05º;26
1106;1°;06º;29
1106;1°;07º;24
1106;1°;08º;29
1106;1°;09º;26
1106;1°;10º;29
1106;2°;01º;27
1106;2°;02°;32
1106;2°;03º;35
1106;2°;04º;31
1106;2°;05ª;33
1106;2°;07º;29
1106;2°;09º;29
1106;2°;10º;30
1106;3°;1º;27
1106;3°;2°;20
1106;3°;3º;26
1106;3°;4º;22
1106;3°;5º;18
1106;3°;6°;22
1106;3°;7º;19
1106;3°;8°;18
1106;4°;1º;34
1106;4°;2º;29
1106;4°;3º;36
1106;4°;4º;23
1106;4°;5ª;33
1106;4°;6º;25
1106;5°;1º;22
1106;5°;2º;24
1106;5°;3°;28
1106;5°;4º;34
1106;5°;5º;35
1106;6°;1º;40
1106;6°;2°;21
1106;6°;3º;44
1107;1°;1º ;24
1107;1°;2ª;21
1107;1°;3º;21
1107;1°;4º;21
1107;1°;5º;25
1107;2°;1º;31
1107;2°;2º;24
1107;2°;3º;27
1107;2°;4º;29
1107;3°;1º;26
1107;3°;2º;18
1107;3°;3º;33
1107;3°;4º;13
1107;4°;1º;25
1107;4°;2º;13
1107;4°;3º;14
1107;4°;4º;21
1107;5°;1º;21
1107;5°;2º;37
1107;5°;3º;18
1107;6°;1º;16
1107;6°;2º;27
1107;6°;3º;8
1108;1°;1°;27
1108;1°;2°;24
1108;1°;3°;26
1108;1°;4°;25
1108;1°;5°;28
1108;1°;6°;23
1108;1°;7°;24
1108;2°;1º;28
1108;2°;2º;30
1108;2°;3°;24
1108;2°;4°;31
1108;2°;5°;26
1108;2°;6°;26
1108;3°;1º;18
1108;3°;2°;27
1108;3°;3°;33
