DESEMPEÑO;Alumno_ID;Operativo;CURSO_NORMALIZADO;Curso;División;Ausente;Cantidad_de_palabras;Prosodia;Incluido;Turno;Modalidad;Nivel;Nivel_Unificado;Gestión;Supervisión;Escuela_ID;Departamento;Localidad;zona;Regional;ciclo_lectivo;separador
Medio;301727;Operativo 2023 Instancia II;4°;4°;3ra;No;156;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;303481;Operativo 2023 Instancia II;4°;4°;3ra;No;130;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;303782;Operativo 2023 Instancia II;4°;4°;3ra;No;165;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Crítico;314286;Operativo 2023 Instancia II;4°;4°;3ra;No;85;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Crítico;316715;Operativo 2023 Instancia II;4°;4°;3ra;No;110;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Avanzado;227537;Operativo 2023 Instancia II;5°;5°;1ra;No;214;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;246475;Operativo 2023 Instancia II;5°;5°;1ra;No;162;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;253740;Operativo 2023 Instancia II;5°;5°;1ra;No;167;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;255241;Operativo 2023 Instancia II;5°;5°;1ra;No;142;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;259624;Operativo 2023 Instancia II;5°;5°;1ra;No;154;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;261475;Operativo 2023 Instancia II;5°;5°;1ra;No;170;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;266581;Operativo 2023 Instancia II;5°;5°;1ra;No;179;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;269247;Operativo 2023 Instancia II;5°;5°;1ra;No;138;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;269327;Operativo 2023 Instancia II;5°;5°;1ra;No;177;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;273368;Operativo 2023 Instancia II;5°;5°;1ra;No;147;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;274879;Operativo 2023 Instancia II;5°;5°;1ra;No;171;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;275191;Operativo 2023 Instancia II;5°;5°;1ra;No;184;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Avanzado;284857;Operativo 2023 Instancia II;5°;5°;1ra;No;195;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;285706;Operativo 2023 Instancia II;5°;5°;1ra;No;177;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;286941;Operativo 2023 Instancia II;5°;5°;1ra;No;184;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;347036;Operativo 2023 Instancia II;5°;5°;1ra;No;159;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Avanzado;526770;Operativo 2023 Instancia II;5°;5°;1ra;No;214;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;603898;Operativo 2023 Instancia II;5°;5°;1ra;No;167;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;218903;Operativo 2023 Instancia II;5°;5°;2da;No;140;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Avanzado;251375;Operativo 2023 Instancia II;5°;5°;2da;No;200;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;253069;Operativo 2023 Instancia II;5°;5°;2da;No;159;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Avanzado;253163;Operativo 2023 Instancia II;5°;5°;2da;No;191;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;253267;Operativo 2023 Instancia II;5°;5°;2da;No;159;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;255239;Operativo 2023 Instancia II;5°;5°;2da;No;159;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;255339;Operativo 2023 Instancia II;5°;5°;2da;No;177;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;255463;Operativo 2023 Instancia II;5°;5°;2da;No;132;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Avanzado;255466;Operativo 2023 Instancia II;5°;5°;2da;No;195;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;257147;Operativo 2023 Instancia II;5°;5°;2da;No;159;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Crítico;258556;Operativo 2023 Instancia II;5°;5°;2da;No;96;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;258646;Operativo 2023 Instancia II;5°;5°;2da;No;171;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;260355;Operativo 2023 Instancia II;5°;5°;2da;No;177;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;264354;Operativo 2023 Instancia II;5°;5°;2da;No;162;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Avanzado;265086;Operativo 2023 Instancia II;5°;5°;2da;No;199;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;269365;Operativo 2023 Instancia II;5°;5°;2da;No;159;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Avanzado;273344;Operativo 2023 Instancia II;5°;5°;2da;No;227;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Avanzado;275835;Operativo 2023 Instancia II;5°;5°;2da;No;200;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;281102;Operativo 2023 Instancia II;5°;5°;2da;No;170;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;281466;Operativo 2023 Instancia II;5°;5°;2da;No;164;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;283437;Operativo 2023 Instancia II;5°;5°;2da;No;174;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;284811;Operativo 2023 Instancia II;5°;5°;2da;No;138;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;284994;Operativo 2023 Instancia II;5°;5°;2da;No;154;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;734370;Operativo 2023 Instancia II;5°;5°;2da;No;177;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;971865;Operativo 2023 Instancia II;5°;5°;2da;No;138;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;235551;Operativo 2023 Instancia II;5°;5°;3ra;No;140;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Crítico;243157;Operativo 2023 Instancia II;5°;5°;3ra;No;120;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;247752;Operativo 2023 Instancia II;5°;5°;3ra;No;130;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;254851;Operativo 2023 Instancia II;5°;5°;3ra;No;142;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;254879;Operativo 2023 Instancia II;5°;5°;3ra;No;177;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;257228;Operativo 2023 Instancia II;5°;5°;3ra;No;138;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;258670;Operativo 2023 Instancia II;5°;5°;3ra;No;135;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;263076;Operativo 2023 Instancia II;5°;5°;3ra;No;159;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;263747;Operativo 2023 Instancia II;5°;5°;3ra;No;152;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;264979;Operativo 2023 Instancia II;5°;5°;3ra;No;133;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;269997;Operativo 2023 Instancia II;5°;5°;3ra;No;146;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;270079;Operativo 2023 Instancia II;5°;5°;3ra;No;171;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;270127;Operativo 2023 Instancia II;5°;5°;3ra;No;132;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;272563;Operativo 2023 Instancia II;5°;5°;3ra;No;138;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;275791;Operativo 2023 Instancia II;5°;5°;3ra;No;164;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;277232;Operativo 2023 Instancia II;5°;5°;3ra;No;146;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;278815;Operativo 2023 Instancia II;5°;5°;3ra;No;177;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;278936;Operativo 2023 Instancia II;5°;5°;3ra;No;146;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Crítico;279693;Operativo 2023 Instancia II;5°;5°;3ra;No;114;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;281147;Operativo 2023 Instancia II;5°;5°;3ra;No;146;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;281753;Operativo 2023 Instancia II;5°;5°;3ra;No;142;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Avanzado;284676;Operativo 2023 Instancia II;5°;5°;3ra;No;200;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Avanzado;286916;Operativo 2023 Instancia II;5°;5°;3ra;No;200;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;348902;Operativo 2023 Instancia II;5°;5°;3ra;No;177;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;459390;Operativo 2023 Instancia II;5°;5°;3ra;No;142;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Medio;606888;Operativo 2023 Instancia II;5°;5°;3ra;No;177;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;653488;Operativo 2023 Instancia II;5°;5°;3ra;No;132;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Básico;734362;Operativo 2023 Instancia II;5°;5°;3ra;No;142;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1070;LAS HERAS;LA CIENEGUITA;10%;NO CORRESPONDE;2023;**
Crítico;260615;Operativo 2023 Instancia II;3°;3°;3ra ;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;278867;Operativo 2023 Instancia II;3°;3°;3ra ;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;292531;Operativo 2023 Instancia II;3°;3°;3ra ;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;322975;Operativo 2023 Instancia II;3°;3°;3ra ;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;348033;Operativo 2023 Instancia II;3°;3°;3ra ;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;284113;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;288277;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;288788;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;299393;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;299773;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;310276;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;313961;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;320118;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;325961;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;327784;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;334154;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;337152;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;716740;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;716741;Operativo 2023 Instancia II;3°;3°;6ta;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;268260;Operativo 2023 Instancia II;4°;4°;3ra;No;88;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1073;CAPITAL;PRIMERA SECCION;10%;NO CORRESPONDE;2023;**
Básico;355629;Operativo 2023 Instancia II;1°;1°;1 °;No;118;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1074;GUAYMALLÉN;CAPILLA DEL ROSARIO;60%;NO CORRESPONDE;2023;**
Crítico;372845;Operativo 2023 Instancia II;1°;1°;1 °;No;85;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1074;GUAYMALLÉN;CAPILLA DEL ROSARIO;60%;NO CORRESPONDE;2023;**
Crítico;378130;Operativo 2023 Instancia II;1°;1°;1 °;No;90;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1074;GUAYMALLÉN;CAPILLA DEL ROSARIO;60%;NO CORRESPONDE;2023;**
Medio;379016;Operativo 2023 Instancia II;1°;1°;1 °;No;134;3;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1074;GUAYMALLÉN;CAPILLA DEL ROSARIO;60%;NO CORRESPONDE;2023;**
Básico;379069;Operativo 2023 Instancia II;1°;1°;1 °;No;106;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1074;GUAYMALLÉN;CAPILLA DEL ROSARIO;60%;NO CORRESPONDE;2023;**
Medio;384073;Operativo 2023 Instancia II;1°;1°;1 °;No;132;3;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1074;GUAYMALLÉN;CAPILLA DEL ROSARIO;60%;NO CORRESPONDE;2023;**
